"date","CO","RH","NEPH","NO","NO2","NOx","O3","PM10","PM2.5","SO2","temp","wd","SD1","ws","site","campaign","SWR"
2012-04-23 02:00:00,600,98.4,1.12,25,5,30,0,23.5,NA,NA,16.4,256.9,75.7,0.3,"Liverpool","SPS2",NA
2012-04-23 02:00:00,1000,99.1,1.33,76,12,88,1,30.7,17.6,1,17.7,275,81.2,0.2,"Chullora","SPS2",NA
2012-04-23 02:00:00,NA,98.3,1.2,65,-1,64,3,29.5,16.6,NA,18.2,264.6,93.7,0.2,"Earlwood","SPS2",NA
2012-04-23 03:00:00,600,97.7,1.04,33,5,38,0,27.2,NA,NA,16.5,259.8,62.8,0.7,"Liverpool","SPS2",NA
2012-04-23 03:00:00,900,98.8,1.46,50,12,62,0,26.8,17,1,17.9,264.9,50.8,0.8,"Chullora","SPS2",NA
2012-04-23 03:00:00,NA,98.4,1.23,69,2,70,3,31.6,18.4,NA,18.4,287.4,65.5,0.6,"Earlwood","SPS2",NA
2012-04-23 04:00:00,600,97,0.88,39,5,43,0,27,NA,NA,16.5,267.1,37.7,0.8,"Liverpool","SPS2",NA
2012-04-23 04:00:00,900,98.8,1.48,51,10,61,0,25.2,17.3,0,17.7,300.5,48.2,0.8,"Chullora","SPS2",NA
2012-04-23 04:00:00,NA,98.5,1.2,64,3,66,3,30.8,17.7,NA,18.5,303.3,46.5,0.8,"Earlwood","SPS2",NA
2012-04-23 05:00:00,500,96.9,0.76,39,5,43,0,20.5,NA,NA,16.5,257.8,79.8,0.7,"Liverpool","SPS2",NA
2012-04-23 05:00:00,700,98.5,1.44,44,10,53,0,24.3,16,1,17.8,260.2,46.9,0.9,"Chullora","SPS2",NA
2012-04-23 05:00:00,NA,98.4,1.24,60,2,62,3,29.6,17.7,NA,18.5,294.6,38.9,1,"Earlwood","SPS2",NA
2012-04-23 06:00:00,600,94.6,0.74,33,13,46,0,19,11.3,1,18.2,341.7,28.6,1.3,"Chullora","SPS2",NA
2012-04-23 06:00:00,600,96.7,0.69,51,5,56,0,22.8,NA,NA,16.5,254.9,48.6,0.9,"Liverpool","SPS2",NA
2012-04-23 06:00:00,NA,98.4,1.14,63,2,65,3,27.8,16,NA,18.4,301.8,30.9,0.8,"Earlwood","SPS2",NA
2012-04-23 07:00:00,400,87.1,0.26,8,18,26,2,9.7,4.9,1,18.8,324,26.7,1.8,"Chullora","SPS2",NA
2012-04-23 07:00:00,600,95.4,0.64,44,7,51,0,25.4,NA,NA,17,18.7,51.3,0.8,"Liverpool","SPS2",NA
2012-04-23 07:00:00,NA,94.9,0.59,59,9,68,3,24.1,12.3,NA,18.8,291.1,18,1.6,"Earlwood","SPS2",NA
2012-04-23 08:00:00,400,90.4,0.21,9,17,27,3,8.5,4.1,0,18.3,347.6,21.3,1.7,"Chullora","SPS2",NA
2012-04-23 08:00:00,600,92.7,0.42,28,13,41,1,17.2,NA,NA,17.9,350.7,19.2,1.3,"Liverpool","SPS2",NA
2012-04-23 08:00:00,NA,91.6,0.21,18,13,31,4,13.6,5.5,NA,18.8,313.6,29.3,1.3,"Earlwood","SPS2",NA
2012-04-23 09:00:00,400,91.9,0.18,9,18,27,4,9.8,2.7,0,18.2,359.5,21.7,1.8,"Chullora","SPS2",NA
2012-04-23 09:00:00,500,94,0.28,17,14,31,2,15.9,NA,NA,18.1,10.6,22.1,1.4,"Liverpool","SPS2",NA
2012-04-23 09:00:00,NA,90.7,0.18,12,11,24,6,10.6,2.7,NA,19,330.2,27.5,1.2,"Earlwood","SPS2",NA
2012-04-23 10:00:00,400,92.5,0.21,7,12,19,7,7.7,NA,NA,18.4,6.1,24.6,2.3,"Liverpool","SPS2",NA
2012-04-23 10:00:00,400,93.4,0.16,10,19,30,6,12,3.2,0,18.1,8.2,18.9,2.5,"Chullora","SPS2",NA
2012-04-23 10:00:00,NA,92.3,0.12,6,9,15,9,8.9,0.7,NA,18.8,358.2,22.1,1.6,"Earlwood","SPS2",NA
2012-04-23 11:00:00,300,91.9,0.12,3,14,17,11,7.3,1.1,0,18.3,11.5,18,2.7,"Chullora","SPS2",NA
2012-04-23 11:00:00,400,90.8,0.17,5,10,15,9,7.7,NA,NA,18.6,2.1,17.4,2.6,"Liverpool","SPS2",NA
2012-04-23 11:00:00,NA,91.1,0.1,4,6,10,13,7.8,0.6,NA,19,359.1,20.5,2,"Earlwood","SPS2",NA
2012-04-23 12:00:00,400,90.2,0.17,5,9,14,9,8.1,NA,NA,18.8,356.4,19.5,2.4,"Liverpool","SPS2",NA
2012-04-23 12:00:00,400,91.7,0.17,8,18,27,8,13.1,5.4,5,18.6,14.8,19.5,1.9,"Chullora","SPS2",NA
2012-04-23 12:00:00,NA,90.4,0.11,5,7,12,11,8,0.8,NA,19.1,5,18.6,2,"Earlwood","SPS2",NA
2012-04-23 13:00:00,300,88.2,0.15,2,6,9,11,6.3,NA,NA,19.1,347.9,20.1,1.7,"Liverpool","SPS2",NA
2012-04-23 13:00:00,400,87.3,0.13,4,15,19,8,5.7,2,1,18.9,2,21.2,2,"Chullora","SPS2",NA
2012-04-23 13:00:00,NA,88.5,0.11,6,8,13,10,9,1.7,NA,19.4,356,21.2,1.5,"Earlwood","SPS2",NA
2012-04-23 14:00:00,300,88.3,0.14,2,7,9,10,6.4,NA,NA,19.1,351.2,22.1,2.1,"Liverpool","SPS2",NA
2012-04-23 14:00:00,400,85.8,0.12,4,14,19,9,7.4,2.1,0,19,357.5,23.9,2.1,"Chullora","SPS2",NA
2012-04-23 14:00:00,NA,87.7,0.12,6,8,14,9,9.7,1.8,NA,19.5,358.3,21,1.4,"Earlwood","SPS2",NA
2012-04-23 15:00:00,400,86.1,0.13,6,16,22,8,9.7,2.7,3,19,11.9,19.5,2.4,"Chullora","SPS2",NA
2012-04-23 15:00:00,400,90.9,0.17,4,9,13,8,10,NA,NA,18.7,9.4,28.9,2.3,"Liverpool","SPS2",NA
2012-04-23 15:00:00,NA,86.3,0.1,4,6,11,10,4,0.3,NA,19.5,3,24.4,2,"Earlwood","SPS2",NA
2012-04-23 16:00:00,400,88.7,0.16,4,9,13,7,7.5,NA,NA,19,338.5,36.5,1.6,"Liverpool","SPS2",NA
2012-04-23 16:00:00,600,84.1,0.13,7,18,26,5,8.2,3.7,3,19.2,355.7,25.3,1.6,"Chullora","SPS2",NA
2012-04-23 16:00:00,NA,84.9,0.1,5,8,13,9,9.2,2,NA,19.6,351.5,34.6,1.2,"Earlwood","SPS2",NA
2012-04-23 17:00:00,500,82.8,0.17,14,22,36,4,12.2,5.5,2,19.1,11,17.2,1.9,"Chullora","SPS2",NA
2012-04-23 17:00:00,500,87.2,0.17,7,13,19,4,8.4,NA,NA,18.8,2,20.6,2,"Liverpool","SPS2",NA
2012-04-23 17:00:00,NA,85,0.11,8,10,18,5,9,2,NA,19.4,7.4,17.2,1.9,"Earlwood","SPS2",NA
2012-04-23 18:00:00,300,87.9,0.14,1,9,10,6,9.6,NA,NA,18.5,342.5,38.4,1.8,"Liverpool","SPS2",NA
2012-04-23 18:00:00,400,83.5,0.13,5,19,24,3,10.5,5,3,18.9,1.7,22.9,1.7,"Chullora","SPS2",NA
2012-04-23 18:00:00,NA,84.9,0.1,6,11,17,5,10.1,2.6,NA,19.2,357.5,23.4,1.6,"Earlwood","SPS2",NA
2012-04-23 19:00:00,300,89.5,0.17,0,9,9,5,9.6,NA,NA,18.2,341.2,68.5,0.9,"Liverpool","SPS2",NA
2012-04-23 19:00:00,400,83.1,0.14,3,16,19,6,8.5,2.8,0,18.9,1.6,25,1.6,"Chullora","SPS2",NA
2012-04-23 19:00:00,NA,85.2,0.12,4,9,14,5,11.7,2.8,NA,19.1,348.2,24.5,1.2,"Earlwood","SPS2",NA
2012-04-23 20:00:00,300,81.9,0.12,2,13,15,7,9.7,3.2,0,19,1,19.8,2.3,"Chullora","SPS2",NA
2012-04-23 20:00:00,300,89.2,0.13,0,6,6,7,7.6,NA,NA,18,338.9,75.3,1.3,"Liverpool","SPS2",NA
2012-04-23 20:00:00,NA,82.5,0.1,1,4,5,10,9.4,1.6,NA,19.4,357.8,25.2,2.1,"Earlwood","SPS2",NA
2012-04-23 21:00:00,300,84.7,0.1,0,9,9,10,7.1,1.4,0,18.4,356.4,19.9,2.1,"Chullora","SPS2",NA
2012-04-23 21:00:00,300,91.9,0.13,1,7,9,5,7.5,NA,NA,17.1,345.9,67.8,0.9,"Liverpool","SPS2",NA
2012-04-23 21:00:00,NA,86,0.09,1,3,4,11,7.9,1,NA,18.6,321.1,48.4,0.6,"Earlwood","SPS2",NA
2012-04-23 22:00:00,300,86,0.09,0,10,10,10,5.8,1.4,0,17.9,348.5,27.6,1.2,"Chullora","SPS2",NA
2012-04-23 22:00:00,300,90.9,0.13,0,6,6,6,7.1,NA,NA,17.1,265.4,36.4,1.2,"Liverpool","SPS2",NA
2012-04-23 22:00:00,NA,92.3,0.12,17,6,23,4,7.4,0.7,NA,16.9,302.6,42.7,0.5,"Earlwood","SPS2",NA
2012-04-23 23:00:00,300,89.8,0.09,0,10,10,9,6.7,1.4,0,17,312.8,21.4,1.1,"Chullora","SPS2",NA
2012-04-23 23:00:00,400,96.1,0.24,17,9,27,0,7.8,NA,NA,15.6,202.4,49.1,0.6,"Liverpool","SPS2",NA
2012-04-23 23:00:00,NA,95.9,0.13,28,5,33,3,9.7,2,NA,16,295.5,40.8,0.5,"Earlwood","SPS2",NA
2012-04-24 00:00:00,300,93.2,0.12,3,14,17,3,6.2,1.3,-1,16.3,321.6,30.8,0.9,"Chullora","SPS2",NA
2012-04-24 00:00:00,600,98.8,0.3,46,6,52,0,7.3,NA,NA,14.3,202.7,49.7,0.4,"Liverpool","SPS2",NA
2012-04-24 00:00:00,NA,97,0.15,19,7,26,3,12.7,3.1,NA,15.8,308,26.3,0.7,"Earlwood","SPS2",NA
2012-04-24 02:00:00,300,98.5,0.55,5,11,16,2,6.7,2.9,0,14.9,235.1,24,1.3,"Chullora","SPS2",NA
2012-04-24 02:00:00,500,99.5,0.54,11,8,19,0,5.6,NA,NA,14.9,214.3,93.5,0.3,"Liverpool","SPS2",NA
2012-04-24 02:00:00,NA,97.6,0.2,5,6,11,3,10.1,2.1,NA,15.4,286.6,23.4,0.8,"Earlwood","SPS2",NA
2012-04-24 03:00:00,300,99.2,0.61,11,12,22,1,8.8,3.6,0,14.6,281.1,49.8,0.8,"Chullora","SPS2",NA
2012-04-24 03:00:00,300,99.7,0.57,13,8,21,0,4.5,NA,NA,14.4,301.4,64.6,0.3,"Liverpool","SPS2",NA
2012-04-24 03:00:00,NA,98,0.31,7,5,11,2,8.7,2.7,NA,15,294.7,30.1,0.7,"Earlwood","SPS2",NA
2012-04-24 04:00:00,300,99.3,0.31,22,11,32,0,7.4,3.5,1,13.9,287.9,76.6,0.3,"Chullora","SPS2",NA
2012-04-24 04:00:00,300,99.9,0.45,12,8,20,0,6.3,NA,NA,14.2,250,65.6,0.7,"Liverpool","SPS2",NA
2012-04-24 04:00:00,NA,98.3,0.34,14,4,18,2,8.8,3.4,NA,14.4,275.4,16.1,0.9,"Earlwood","SPS2",NA
2012-04-24 05:00:00,300,100,0.37,10,7,17,0,5.6,NA,NA,14.1,259.8,21,1.1,"Liverpool","SPS2",NA
2012-04-24 05:00:00,400,99.6,0.48,39,11,50,0,12.4,5.4,1,13.6,245.9,30.1,0.8,"Chullora","SPS2",NA
2012-04-24 05:00:00,NA,98.5,0.3,31,4,35,2,12.6,4.6,NA,14.2,288.1,24.6,0.8,"Earlwood","SPS2",NA
2012-04-24 06:00:00,300,100.1,0.27,21,6,27,0,7.2,NA,NA,14,239.4,44.3,0.7,"Liverpool","SPS2",NA
2012-04-24 06:00:00,500,99.7,0.38,43,12,54,1,12.9,5.4,1,14,277.1,32,0.8,"Chullora","SPS2",NA
2012-04-24 06:00:00,NA,98.7,0.28,49,4,53,2,14.5,6,NA,14.2,294.3,38.8,0.8,"Earlwood","SPS2",NA
2012-04-24 07:00:00,400,100,0.34,40,7,47,0,13.6,NA,NA,14.3,250.6,22.4,1.4,"Liverpool","SPS2",NA
2012-04-24 07:00:00,700,99.3,0.56,68,13,81,1,21.7,10.9,1,14.7,274.2,46.3,0.8,"Chullora","SPS2",NA
2012-04-24 07:00:00,NA,98.7,0.39,85,6,91,3,24.1,10.9,NA,15,288.9,30.2,1,"Earlwood","SPS2",NA
2012-04-24 08:00:00,400,98.8,0.44,18,5,22,2,16,NA,NA,15,276.5,44.7,1.1,"Liverpool","SPS2",NA
2012-04-24 08:00:00,600,91.7,0.57,57,14,71,2,28.6,10.8,1,16.4,261.9,34.5,1.6,"Chullora","SPS2",NA
2012-04-24 08:00:00,NA,92.2,0.44,59,10,68,4,22.7,9.4,NA,17,282.1,26.1,1.9,"Earlwood","SPS2",NA
2012-04-24 09:00:00,400,84.1,0.34,15,5,20,6,5.5,NA,NA,17.7,273.5,29.2,1.2,"Liverpool","SPS2",NA
2012-04-24 09:00:00,600,80.9,0.44,47,14,61,3,9.3,5.7,1,18.6,273.4,43.7,1.3,"Chullora","SPS2",NA
2012-04-24 09:00:00,NA,79.7,0.31,35,10,44,6,16.2,5.7,NA,18.9,285.8,27.4,2.2,"Earlwood","SPS2",NA
2012-04-24 10:00:00,300,64.8,0.16,5,2,8,13,3.9,NA,NA,21,317,56.1,0.8,"Liverpool","SPS2",NA
2012-04-24 10:00:00,400,64.4,0.24,24,16,40,7,7.5,3.2,1,20.9,328,34.1,1.6,"Chullora","SPS2",NA
2012-04-24 10:00:00,NA,65.3,0.22,21,11,32,9,12.1,1.8,NA,21.4,288.9,37.5,1.6,"Earlwood","SPS2",NA
2012-04-24 11:00:00,300,53.4,0.11,6,9,15,17,0.3,-0.7,1,22.7,347.4,33.3,1.6,"Chullora","SPS2",NA
2012-04-24 11:00:00,300,55.6,0.12,4,4,8,17,6.8,NA,NA,22.5,338.7,32.9,1.3,"Liverpool","SPS2",NA
2012-04-24 11:00:00,NA,51.7,0.12,7,7,15,17,11.2,1.4,NA,23.9,313.5,43.7,1.2,"Earlwood","SPS2",NA
2012-04-24 12:00:00,200,51.5,0.12,5,9,13,19,11.1,1.4,6,23.4,351.4,40.2,2,"Chullora","SPS2",NA
2012-04-24 12:00:00,300,50.1,0.13,4,4,8,21,12.2,NA,NA,24.2,3.1,30.4,2.2,"Liverpool","SPS2",NA
2012-04-24 12:00:00,NA,50.7,0.11,2,2,4,23,9.4,0.5,NA,24.2,2.6,47.2,1.6,"Earlwood","SPS2",NA
2012-04-24 13:00:00,200,57.2,0.11,5,9,14,17,14.2,4.6,2,21.5,342.8,52.7,2.5,"Chullora","SPS2",NA
2012-04-24 13:00:00,300,63.8,0.1,1,2,3,13,14.1,NA,NA,19.6,266.6,25.1,4.5,"Liverpool","SPS2",NA
2012-04-24 13:00:00,NA,51.6,0.11,2,2,3,22,14.5,0.7,NA,22.6,323.6,64.9,1.4,"Earlwood","SPS2",NA
2012-04-24 14:00:00,200,57.4,0.07,5,7,12,17,16.2,2.4,0,19.9,254.4,27.5,3.3,"Chullora","SPS2",NA
2012-04-24 14:00:00,200,64.5,0.04,1,-1,0,16,2.1,NA,NA,18.5,244.8,15.5,4,"Liverpool","SPS2",NA
2012-04-24 14:00:00,NA,59.1,0.06,3,3,6,18,18.8,3.3,NA,20.3,255.8,27.1,3.5,"Earlwood","SPS2",NA
2012-04-24 15:00:00,200,62.4,0.05,2,4,6,11,2.4,NA,NA,17.8,258.4,34.3,2,"Liverpool","SPS2",NA
2012-04-24 15:00:00,300,62.8,0.15,11,15,26,8,21,3.1,0,18.1,233.9,24.6,2.1,"Chullora","SPS2",NA
2012-04-24 15:00:00,NA,58.8,0.04,3,5,7,15,2,-2.3,NA,19,246.4,21.7,2.7,"Earlwood","SPS2",NA
2012-04-24 16:00:00,200,51.2,0.04,2,4,7,14,NA,NA,NA,17.7,222.4,28.3,2.1,"Liverpool","SPS2",NA
2012-04-24 16:00:00,300,49,0.07,7,12,19,11,2.9,0,0,18.4,263.2,37.2,2.3,"Chullora","SPS2",NA
2012-04-24 16:00:00,NA,57.3,0.04,5,9,14,10,5.5,-0.4,NA,18.7,241.8,23.9,2.2,"Earlwood","SPS2",NA
2012-04-24 17:00:00,200,53.8,0.06,5,12,17,6,6.4,NA,NA,16.2,252.8,20.1,1.7,"Liverpool","SPS2",NA
2012-04-24 17:00:00,300,53.6,0.07,8,18,25,7,8.2,1.8,0,16.3,261.6,33.1,1.6,"Chullora","SPS2",NA
2012-04-24 17:00:00,NA,55.5,0.05,13,12,25,9,5.5,-1.1,NA,17.1,258.4,31.4,1.3,"Earlwood","SPS2",NA
2012-04-24 18:00:00,100,48.6,0.05,0,7,7,13,5.6,NA,NA,15.4,270.5,19.7,2.1,"Liverpool","SPS2",NA
2012-04-24 18:00:00,300,49.8,0.07,6,20,26,5,7.3,3.2,0,15.6,256.5,32.8,1.4,"Chullora","SPS2",NA
2012-04-24 18:00:00,NA,52.8,0.07,18,16,34,4,3.5,-0.1,NA,16.2,257.5,40,1.7,"Earlwood","SPS2",NA
2012-04-24 19:00:00,200,49.9,0.05,3,17,20,8,6.8,1.5,0,14.8,266.6,27.1,1.3,"Chullora","SPS2",NA
2012-04-24 19:00:00,200,52.3,0.07,5,15,20,4,10.9,NA,NA,14.2,289.9,13.8,1.3,"Liverpool","SPS2",NA
2012-04-24 19:00:00,NA,50.9,0.08,10,15,25,7,11.5,1.1,NA,15.4,245.5,63.8,1,"Earlwood","SPS2",NA
2012-04-24 20:00:00,300,52,0.07,5,20,24,5,10.3,2.7,1,14.2,268.7,31.4,1.1,"Chullora","SPS2",NA
2012-04-24 20:00:00,400,58.5,0.15,17,18,35,0,15.8,NA,NA,13.2,256,18.9,0.8,"Liverpool","SPS2",NA
2012-04-24 20:00:00,NA,61.6,0.11,34,17,52,3,14.7,3.5,NA,13.9,256.2,55,0.6,"Earlwood","SPS2",NA
2012-04-24 21:00:00,300,53.8,0.1,5,18,23,5,9.5,2,0,13.5,301,17,1.6,"Chullora","SPS2",NA
2012-04-24 21:00:00,300,59.7,0.15,10,16,26,2,7.2,NA,NA,12.7,292.1,14.7,1.3,"Liverpool","SPS2",NA
2012-04-24 21:00:00,NA,63.5,0.1,15,18,32,3,10.3,1.7,NA,13.3,355.9,75.1,0.2,"Earlwood","SPS2",NA
2012-04-24 22:00:00,200,48,0.06,1,8,9,16,3.3,-0.9,0,14.1,297.1,19.9,2.5,"Chullora","SPS2",NA
2012-04-24 22:00:00,200,57.5,0.1,3,14,17,4,4.7,NA,NA,12.9,262.1,23.2,1.3,"Liverpool","SPS2",NA
2012-04-24 22:00:00,NA,59.4,0.08,6,13,19,6,2.9,-1.7,NA,13.5,294.4,56.8,1,"Earlwood","SPS2",NA
2012-04-24 23:00:00,100,49,0.05,0,6,6,20,7,-0.1,0,13.6,292.5,22.2,1.4,"Chullora","SPS2",NA
2012-04-24 23:00:00,100,57,0.08,-1,4,3,14,7.9,NA,NA,12.6,246.7,22.9,1.6,"Liverpool","SPS2",NA
2012-04-24 23:00:00,NA,55.3,0.06,0,5,4,16,9.5,-0.4,NA,13.6,282.3,71.3,0.5,"Earlwood","SPS2",NA
2012-04-25 00:00:00,200,55.2,0.07,2,15,18,9,10.5,0.7,0,12.5,317.8,15.6,1.2,"Chullora","SPS2",NA
2012-04-25 00:00:00,200,63,0.1,0,7,7,8,10.1,NA,NA,11.8,278.4,54.7,1,"Liverpool","SPS2",NA
2012-04-25 00:00:00,NA,58.3,0.06,0,8,8,13,5.8,-1.3,NA,12.9,330.4,32.6,0.8,"Earlwood","SPS2",NA
2012-04-25 02:00:00,100,57.6,0.07,0,11,11,10,7.7,1.8,1,12.2,303.3,36.4,1.5,"Chullora","SPS2",NA
2012-04-25 02:00:00,200,68.3,0.09,0,4,4,10,9.7,NA,NA,10.7,279.3,81.8,0.7,"Liverpool","SPS2",NA
2012-04-25 02:00:00,NA,59.1,0.06,3,12,15,8,11.5,1.7,NA,12.7,305.1,35.3,0.8,"Earlwood","SPS2",NA
2012-04-25 03:00:00,100,56.2,0.05,0,5,5,18,6.2,0.2,0,12.3,303.6,19.5,1.9,"Chullora","SPS2",NA
2012-04-25 03:00:00,200,71.2,0.09,0,6,6,8,8.2,NA,NA,10,287.5,25.9,1.1,"Liverpool","SPS2",NA
2012-04-25 03:00:00,NA,61.6,0.06,0,7,7,12,7.3,0.6,NA,12.1,316.1,39.1,0.9,"Earlwood","SPS2",NA
2012-04-25 04:00:00,100,62.6,0.06,1,9,9,13,8.2,0.9,0,11.1,337,30,1.1,"Chullora","SPS2",NA
2012-04-25 04:00:00,200,77.2,0.11,1,5,6,7,8.7,NA,NA,9,245.8,75,0.6,"Liverpool","SPS2",NA
2012-04-25 04:00:00,NA,65.1,0.06,0,7,7,13,10.3,1.3,NA,11.5,332.8,52.1,0.6,"Earlwood","SPS2",NA
2012-04-25 05:00:00,200,65.6,0.05,1,11,12,9,7.5,2.3,0,10.4,306.1,21.3,1.5,"Chullora","SPS2",NA
2012-04-25 05:00:00,200,79.3,0.06,4,9,13,3,9.6,NA,NA,8.5,226,30.7,0.9,"Liverpool","SPS2",NA
2012-04-25 05:00:00,NA,74.8,0.06,2,11,13,6,11.5,2.5,NA,10.1,305.2,20.9,1.2,"Earlwood","SPS2",NA
2012-04-25 06:00:00,200,67.2,0.05,1,12,14,9,7.1,1.6,0,10.3,293.7,24.4,2.1,"Chullora","SPS2",NA
2012-04-25 06:00:00,300,79.4,0.07,7,10,18,2,8.3,NA,NA,8.5,283.1,29.1,1.5,"Liverpool","SPS2",NA
2012-04-25 06:00:00,NA,69.8,0.04,0,10,10,8,13.2,2.4,NA,10.7,283.7,39.9,1.5,"Earlwood","SPS2",NA
2012-04-25 07:00:00,100,55.9,0.03,2,8,10,15,2.6,0.7,0,12.1,300.5,23.8,3.2,"Chullora","SPS2",NA
2012-04-25 07:00:00,200,67.9,0.03,2,3,5,12,3.6,NA,NA,10.4,270.3,22.4,2,"Liverpool","SPS2",NA
2012-04-25 07:00:00,NA,64.8,0.04,5,9,14,10,2.9,0.4,NA,11.8,298,20.7,2.3,"Earlwood","SPS2",NA
2012-04-25 08:00:00,100,49.8,0.03,1,4,5,21,4.3,-0.3,0,13.3,300.7,20.4,4.2,"Chullora","SPS2",NA
2012-04-25 08:00:00,100,55.8,0.02,0,-1,0,19,0.8,NA,NA,12.7,289.8,17,3.3,"Liverpool","SPS2",NA
2012-04-25 08:00:00,NA,51.8,0.02,1,2,3,21,7.5,-2.2,NA,13.6,292,27.9,3.5,"Earlwood","SPS2",NA
2012-04-25 09:00:00,100,49.6,0.02,1,2,3,22,4.6,-0.8,0,14.3,291.4,24.8,3.9,"Chullora","SPS2",NA
2012-04-25 09:00:00,100,52.5,0.03,0,-2,-1,20,2.9,NA,NA,14,282,19.4,3.8,"Liverpool","SPS2",NA
2012-04-25 09:00:00,NA,50.3,0.02,1,1,1,22,7.5,-0.7,NA,14.7,292.4,29.3,3.7,"Earlwood","SPS2",NA
2012-04-25 10:00:00,200,47.2,0.02,0,2,2,22,3.4,-1.3,0,16,292.2,26,4,"Chullora","SPS2",NA
2012-04-25 10:00:00,200,49,0.02,0,-2,-2,21,2.9,NA,NA,15.8,278,19.3,4.4,"Liverpool","SPS2",NA
2012-04-25 10:00:00,NA,47.4,0.02,1,1,1,22,7.5,-0.7,NA,16.5,293.2,30.9,3.5,"Earlwood","SPS2",NA
2012-04-25 11:00:00,200,42.7,0.02,0,-2,-2,22,1.9,NA,NA,17.6,259.8,16.9,6.3,"Liverpool","SPS2",NA
2012-04-25 11:00:00,200,43.4,0.02,1,2,3,23,2.6,-1.9,-1,17.8,272.8,32.6,3.6,"Chullora","SPS2",NA
2012-04-25 11:00:00,NA,41.6,0.02,1,1,2,23,3.8,NA,NA,18.3,276.5,31.3,4.1,"Earlwood","SPS2",NA
2012-04-25 12:00:00,200,39.6,0.02,0,2,2,23,7.6,-1.6,-1,18.4,268.6,29.7,4.5,"Chullora","SPS2",NA
2012-04-25 12:00:00,200,41,0.02,0,-2,-2,22,5.6,NA,NA,18,265.6,17.5,7,"Liverpool","SPS2",NA
2012-04-25 12:00:00,NA,38.1,0.01,1,0,1,23,8.7,-2.1,NA,19.3,269.1,25.5,4.5,"Earlwood","SPS2",NA
2012-04-25 13:00:00,200,39.2,0.03,1,2,3,23,9.3,-1.5,-1,18.6,259.2,26.2,4.4,"Chullora","SPS2",NA
2012-04-25 13:00:00,200,40,0.04,0,-2,-2,22,6.7,NA,NA,18.2,262.8,16.3,6.8,"Liverpool","SPS2",NA
2012-04-25 13:00:00,NA,37,0.03,1,0,1,23,9.9,-2.2,NA,19.3,276.4,22.1,5.2,"Earlwood","SPS2",NA
2012-04-25 14:00:00,200,38.9,0.03,0,2,3,23,7.5,0.5,-1,18.8,259,26.2,4,"Chullora","SPS2",NA
2012-04-25 14:00:00,200,39.9,0.05,0,-2,-1,23,12.1,NA,NA,18.4,259.5,17.8,6.2,"Liverpool","SPS2",NA
2012-04-25 14:00:00,NA,36.9,0.03,0,1,1,24,14.6,-0.2,NA,19.3,277,24,4.7,"Earlwood","SPS2",NA
2012-04-25 15:00:00,200,39.7,0.04,0,2,2,25,12.5,1.3,-1,18.2,253.9,26.5,4.7,"Chullora","SPS2",NA
2012-04-25 15:00:00,200,41.3,0.04,0,-2,-1,22,10.5,NA,NA,18.1,259.7,16.4,5.8,"Liverpool","SPS2",NA
2012-04-25 15:00:00,NA,37.5,0.04,1,1,2,24,26.9,0.9,NA,19.1,268.4,24.4,5.1,"Earlwood","SPS2",NA
2012-04-25 16:00:00,200,43.5,0.04,0,2,3,23,11.1,2,-1,17.3,257.3,23.5,4.2,"Chullora","SPS2",NA
2012-04-25 16:00:00,200,44.5,0.05,0,-1,-1,22,15,NA,NA,17.1,257.7,13.7,7.3,"Liverpool","SPS2",NA
2012-04-25 16:00:00,NA,42.6,0.05,1,2,2,22,13.7,2.1,NA,18.2,263.7,22.8,4.4,"Earlwood","SPS2",NA
2012-04-25 17:00:00,200,47.8,0.05,0,4,4,23,11.5,2.8,-1,16.1,261.5,26.1,3.8,"Chullora","SPS2",NA
2012-04-25 17:00:00,200,48.4,0.06,0,0,0,21,14.8,NA,NA,16,261.6,14.5,5.1,"Liverpool","SPS2",NA
2012-04-25 17:00:00,NA,46.4,0.05,0,3,3,21,16.9,2.7,NA,16.9,277.4,23.1,4.5,"Earlwood","SPS2",NA
2012-04-25 18:00:00,200,51.1,0.05,0,5,5,21,11.6,2.9,0,15.3,278.1,28.1,2.8,"Chullora","SPS2",NA
2012-04-25 18:00:00,200,52.5,0.07,0,1,1,18,12.5,NA,NA,15.1,267.9,14.8,2.7,"Liverpool","SPS2",NA
2012-04-25 18:00:00,NA,50.8,0.06,0,6,6,18,13.9,3.3,NA,16.1,279.6,20.4,3.8,"Earlwood","SPS2",NA
2012-04-25 19:00:00,200,54.4,0.07,0,8,8,17,10.9,3,0,14.6,286.1,22.5,2.5,"Chullora","SPS2",NA
2012-04-25 19:00:00,200,56.3,0.1,0,8,9,11,13.6,NA,NA,14.3,279.6,15.5,1.6,"Liverpool","SPS2",NA
2012-04-25 19:00:00,NA,54.2,0.07,1,7,7,16,12.6,3,NA,15.5,286.7,23.1,2.9,"Earlwood","SPS2",NA
2012-04-25 20:00:00,200,56.7,0.08,0,10,10,14,10.6,3.3,0,14.3,279.4,25.2,2.4,"Chullora","SPS2",NA
2012-04-25 20:00:00,300,59.6,0.11,2,9,11,9,13.1,NA,NA,13.6,292.2,36.5,1.2,"Liverpool","SPS2",NA
2012-04-25 20:00:00,NA,57.5,0.08,1,10,12,12,13.1,3.8,NA,14.9,291.8,29.2,1.9,"Earlwood","SPS2",NA
