"date","CO","RH","NEPH","NO","NO2","NOx","O3","PM10","PM2.5","SO2","temp","wd","SD1","ws","site","campaign","SWR"
2012-04-30 02:00:00,400,82,0.15,0,7,7,8,13.4,NA,NA,10.5,248.9,9.7,1.3,"Liverpool","SPS2",NA
2012-04-30 02:00:00,NA,83.9,0.16,2,9,10,6,16.6,3.2,NA,10.9,293.8,36.5,0.6,"Earlwood","SPS2",NA
2012-04-30 03:00:00,200,80.3,0.16,-1,5,5,11,14.4,NA,NA,10.5,251.5,11.5,1.4,"Liverpool","SPS2",NA
2012-04-30 03:00:00,200,81.4,0.18,1,13,14,7,12.5,2.8,1,10.4,244,24.3,1.3,"Chullora","SPS2",NA
2012-04-30 03:00:00,NA,85.8,0.17,1,12,13,5,14.9,2.4,NA,10.5,296.1,24.9,0.7,"Earlwood","SPS2",NA
2012-04-30 04:00:00,200,80.6,0.14,-1,6,5,10,14.6,NA,NA,10.2,249.2,9.9,1.4,"Liverpool","SPS2",NA
2012-04-30 04:00:00,200,82.6,0.2,5,17,23,3,14,4.1,1,10,240.3,20.1,1.3,"Chullora","SPS2",NA
2012-04-30 04:00:00,NA,87.3,0.15,4,13,17,3,14.7,2.7,NA,10.1,290.4,27.2,0.9,"Earlwood","SPS2",NA
2012-04-30 05:00:00,200,83.1,0.22,12,18,31,1,15.4,4.4,1,9.7,242.2,23.2,1.2,"Chullora","SPS2",NA
2012-04-30 05:00:00,300,82.2,0.15,7,15,23,1,15.8,NA,NA,9.9,263.7,12.9,1,"Liverpool","SPS2",NA
2012-04-30 05:00:00,NA,90,0.15,12,13,26,2,17.7,4.2,NA,9.5,303,33.7,0.6,"Earlwood","SPS2",NA
2012-04-30 06:00:00,300,82,0.18,33,20,54,0,18.4,5.7,1,10,250.8,27.6,1.2,"Chullora","SPS2",NA
2012-04-30 06:00:00,400,82.3,0.19,42,19,60,0,23.2,NA,NA,9.9,254.3,9.5,1.3,"Liverpool","SPS2",NA
2012-04-30 06:00:00,NA,87.7,0.15,23,14,37,2,21.9,4.6,NA,10,308.6,39.1,0.7,"Earlwood","SPS2",NA
2012-04-30 07:00:00,400,79.7,0.17,28,17,45,1,22.7,NA,NA,10.8,251.1,15.2,1.9,"Liverpool","SPS2",NA
2012-04-30 07:00:00,500,80.2,0.25,71,23,94,1,27,10.3,2,10.9,270.3,41.7,0.8,"Chullora","SPS2",NA
2012-04-30 07:00:00,NA,83.9,0.2,63,15,78,2,23.1,8.3,NA,11.1,307.4,44.7,0.7,"Earlwood","SPS2",NA
2012-04-30 08:00:00,300,74.7,0.16,16,12,28,6,19.8,NA,NA,12.6,249.3,17.6,2.2,"Liverpool","SPS2",NA
2012-04-30 08:00:00,500,76,0.23,47,20,68,2,21.8,7.3,1,12.3,291.4,39.2,1,"Chullora","SPS2",NA
2012-04-30 08:00:00,NA,77.9,0.28,82,19,99,2,35.3,11,NA,12.8,297.9,30.4,1.3,"Earlwood","SPS2",NA
2012-04-30 09:00:00,200,68.4,0.14,9,7,17,10,19,NA,NA,14.7,253.7,19.9,2.3,"Liverpool","SPS2",NA
2012-04-30 09:00:00,500,68.6,NA,38,19,57,4,26.9,7.4,1,14.9,255.5,38,1.1,"Chullora","SPS2",NA
2012-04-30 09:00:00,NA,69.1,0.28,60,18,78,4,38.4,11.1,NA,15.9,297.4,32.2,1.2,"Earlwood","SPS2",NA
2012-04-30 10:00:00,300,66.2,0.15,7,6,14,11,23.6,NA,NA,16.1,258.6,25.1,2,"Liverpool","SPS2",NA
2012-04-30 10:00:00,400,63.1,0.19,24,16,40,7,NA,NA,1,17.4,229.8,34.2,1.5,"Chullora","SPS2",NA
2012-04-30 10:00:00,NA,64,0.23,33,17,49,6,36.1,9.1,NA,18,270.7,36.3,1.3,"Earlwood","SPS2",NA
2012-04-30 11:00:00,300,59.5,0.14,6,5,12,16,12.7,NA,NA,18.5,225,56.8,1,"Liverpool","SPS2",NA
2012-04-30 11:00:00,300,60.1,0.14,6,9,15,16,NA,NA,1,18.7,186.5,39,1.7,"Chullora","SPS2",NA
2012-04-30 11:00:00,NA,60.3,0.14,4,6,10,18,27.4,3.6,NA,19.6,189.2,61.5,0.7,"Earlwood","SPS2",NA
2012-04-30 12:00:00,200,55.5,0.12,1,3,4,22,15.3,NA,NA,19.1,120.2,85.9,0.9,"Liverpool","SPS2",NA
2012-04-30 12:00:00,200,58.6,0.12,1,7,8,21,9.2,NA,1,18.8,132.4,32,1.7,"Chullora","SPS2",NA
2012-04-30 12:00:00,NA,59.4,0.11,1,3,4,24,20.6,1.9,NA,19.8,171,48.6,0.8,"Earlwood","SPS2",NA
2012-04-30 13:00:00,200,56.2,0.1,1,5,6,25,11.8,-0.6,0,19.2,140.7,48.3,1.5,"Chullora","SPS2",NA
2012-04-30 13:00:00,200,58.2,0.12,1,4,5,21,19.4,NA,NA,18.6,111.1,22.5,1.7,"Liverpool","SPS2",NA
2012-04-30 13:00:00,NA,53.3,0.09,1,3,4,26,12.9,-0.3,NA,19.9,129.9,52.9,0.8,"Earlwood","SPS2",NA
2012-04-30 14:00:00,200,52.7,0.1,2,9,11,22,14.1,0.8,1,19.3,103.4,40.3,1.5,"Chullora","SPS2",NA
2012-04-30 14:00:00,200,57.2,0.12,4,6,11,20,21.4,NA,NA,18.8,127.1,24.4,1.8,"Liverpool","SPS2",NA
2012-04-30 14:00:00,NA,51.7,0.08,0,3,4,26,13.5,-0.1,NA,19.6,99.6,37.1,1.1,"Earlwood","SPS2",NA
2012-04-30 15:00:00,300,53.1,0.1,3,11,14,21,13.7,1.9,0,18.8,102.6,27.1,1.7,"Chullora","SPS2",NA
2012-04-30 15:00:00,300,55.5,0.11,2,7,10,19,18.7,NA,NA,18.9,120,19.7,2.1,"Liverpool","SPS2",NA
2012-04-30 15:00:00,NA,55.1,0.08,1,3,4,26,21.1,2.7,NA,19.4,107.7,33.9,1.1,"Earlwood","SPS2",NA
2012-04-30 16:00:00,400,53.1,0.14,9,22,31,7,20.9,NA,NA,18.5,111.4,17.4,1.4,"Liverpool","SPS2",NA
2012-04-30 16:00:00,400,59.2,0.11,6,21,27,10,17.3,3.8,0,17.9,101.1,29,1.2,"Chullora","SPS2",NA
2012-04-30 16:00:00,NA,58.1,0.08,0,4,4,24,17.5,2,NA,18.8,113.8,31.9,0.9,"Earlwood","SPS2",NA
2012-04-30 17:00:00,400,65.7,0.11,20,28,49,3,10.8,3.5,1,16.6,70.1,24.3,0.9,"Chullora","SPS2",NA
2012-04-30 17:00:00,600,60.3,0.18,30,27,57,0,24.3,NA,NA,17.1,107.5,16.2,1.1,"Liverpool","SPS2",NA
2012-04-30 17:00:00,NA,61.9,0.11,1,17,18,12,20.6,3.3,NA,18.1,96.2,32.7,0.5,"Earlwood","SPS2",NA
2012-04-30 18:00:00,700,74.3,0.24,72,32,104,0,23.8,9.6,1,14.7,63.9,104.1,0.1,"Chullora","SPS2",NA
2012-04-30 18:00:00,900,73.5,0.49,76,25,101,1,33.7,NA,NA,14.6,213.4,49.1,0.3,"Liverpool","SPS2",NA
2012-04-30 18:00:00,NA,75.2,0.15,34,22,56,2,26.2,6.5,NA,15.7,281.4,104.1,0.1,"Earlwood","SPS2",NA
2012-04-30 19:00:00,900,81.9,0.47,130,34,164,0,39.8,20.8,2,13.4,103.8,79,0,"Chullora","SPS2",NA
2012-04-30 19:00:00,1300,81.7,0.59,119,22,141,1,36,NA,NA,13.3,232.4,31.1,0.5,"Liverpool","SPS2",NA
2012-04-30 19:00:00,NA,86.5,0.21,101,18,117,2,25.2,7.4,NA,14,297.9,71.3,0.1,"Earlwood","SPS2",NA
2012-04-30 20:00:00,1300,87.1,0.59,260,38,297,0,49.9,27.5,5,12.6,209.5,70.9,0.1,"Chullora","SPS2",NA
2012-04-30 20:00:00,1500,87.3,0.67,153,20,173,1,37.4,NA,NA,12.4,223.8,48.7,0.3,"Liverpool","SPS2",NA
2012-04-30 20:00:00,NA,90.8,0.33,132,17,148,2,31,9.9,NA,13.1,295.5,74.7,0.1,"Earlwood","SPS2",NA
2012-04-30 21:00:00,1400,90.7,0.63,158,18,176,1,34,NA,NA,11.8,244.5,20.6,0.6,"Liverpool","SPS2",NA
2012-04-30 21:00:00,1600,87.8,0.9,280,35,314,0,54.8,25.9,5,12.4,218.8,8.9,0.6,"Chullora","SPS2",NA
2012-04-30 21:00:00,NA,93.6,0.42,150,15,163,2,30.2,12.9,NA,12.5,288.7,46.9,0.3,"Earlwood","SPS2",NA
2012-04-30 22:00:00,900,89.7,0.58,116,18,134,0,30.7,NA,NA,12.1,257.7,19.7,0.9,"Liverpool","SPS2",NA
2012-04-30 22:00:00,1600,86.1,0.73,216,30,245,0,41.9,21.6,5,12.5,219,14.2,1,"Chullora","SPS2",NA
2012-04-30 22:00:00,NA,94.9,0.5,169,14,182,2,35.4,16.6,NA,12,283,33.5,0.4,"Earlwood","SPS2",NA
2012-04-30 23:00:00,600,87.6,0.43,51,17,69,0,22.2,NA,NA,12.5,249.5,38.6,0.4,"Liverpool","SPS2",NA
2012-04-30 23:00:00,800,84.9,0.48,68,22,91,0,24.5,11,2,12.8,233.9,20.5,1,"Chullora","SPS2",NA
2012-04-30 23:00:00,NA,96.3,0.48,183,14,195,2,33,15.7,NA,11.7,279.4,53.2,0.3,"Earlwood","SPS2",NA
2012-05-01 00:00:00,600,90.1,0.39,44,15,59,0,21.5,NA,NA,12.1,259.7,87.7,0.2,"Liverpool","SPS2",NA
2012-05-01 00:00:00,700,85.1,0.49,53,20,73,0,23,10.1,2,13.2,243.9,61.7,0.6,"Chullora","SPS2",NA
2012-05-01 00:00:00,NA,95.6,0.58,178,17,193,2,36.7,18,NA,12.7,278.7,58.9,0.4,"Earlwood","SPS2",NA
2012-05-01 02:00:00,400,92.9,0.33,58,13,71,0,22.9,NA,NA,11.6,27.3,108.3,0,"Liverpool","SPS2",NA
2012-05-01 02:00:00,600,90.7,0.32,67,17,84,1,19.2,7.2,2,12.3,348.5,70.5,0.3,"Chullora","SPS2",NA
2012-05-01 02:00:00,NA,89.1,0.39,88,14,101,2,24.2,9.7,NA,13.6,288.6,38.9,0.7,"Earlwood","SPS2",NA
2012-05-01 03:00:00,600,96.1,0.45,53,10,63,0,25.1,NA,NA,10.6,245.3,65.3,0.6,"Liverpool","SPS2",NA
2012-05-01 03:00:00,700,94.8,0.35,91,18,108,0,24.2,9.1,1,11.2,261,55,0.3,"Chullora","SPS2",NA
2012-05-01 03:00:00,NA,91.2,0.34,71,12,82,2,19.8,7.8,NA,12.6,286.4,39.3,0.3,"Earlwood","SPS2",NA
2012-05-01 04:00:00,600,97.2,0.38,64,10,73,0,25.8,NA,NA,10,241.1,70.1,0.4,"Liverpool","SPS2",NA
2012-05-01 04:00:00,700,95.2,0.49,76,19,95,0,24.2,12.1,1,11.2,247.3,31.6,0.6,"Chullora","SPS2",NA
2012-05-01 04:00:00,NA,95.4,0.33,78,9,85,2,22.2,9,NA,11.5,289.6,27.9,0.6,"Earlwood","SPS2",NA
2012-05-01 05:00:00,600,97.6,0.35,69,9,78,0,22.7,NA,NA,9.4,249.1,94.6,0.3,"Liverpool","SPS2",NA
2012-05-01 05:00:00,800,95.2,0.54,82,17,98,0,20.9,11.5,1,11.4,323.6,58.3,0.4,"Chullora","SPS2",NA
2012-05-01 05:00:00,NA,96.6,0.4,75,12,86,2,28.1,11.6,NA,11.9,348.4,40.4,0.4,"Earlwood","SPS2",NA
2012-05-01 06:00:00,900,97,0.46,134,21,154,0,27.5,12.9,2,10.7,262.7,45.6,0.3,"Chullora","SPS2",NA
2012-05-01 06:00:00,1000,98,0.37,110,9,119,0,24.8,NA,NA,8.9,240.5,45.9,0.6,"Liverpool","SPS2",NA
2012-05-01 06:00:00,NA,95.8,0.42,112,10,120,2,25.8,10.6,NA,11.3,271.6,61.9,0.2,"Earlwood","SPS2",NA
2012-05-01 07:00:00,700,92.1,0.51,91,23,113,1,27.6,14.7,2,12.3,268,49.6,0.5,"Chullora","SPS2",NA
2012-05-01 07:00:00,1000,94.6,0.44,161,16,176,1,38.8,NA,NA,10.5,253.7,14.6,1.2,"Liverpool","SPS2",NA
2012-05-01 07:00:00,NA,95,0.46,127,13,138,2,38.1,17.6,NA,12.4,293.6,16.1,1.1,"Earlwood","SPS2",NA
2012-05-01 08:00:00,700,84.8,0.37,57,13,70,2,32.7,NA,NA,13.1,265.9,19.6,1.4,"Liverpool","SPS2",NA
2012-05-01 08:00:00,800,81.6,0.64,89,26,115,2,27.6,15.8,2,14.6,283.1,47.1,0.9,"Chullora","SPS2",NA
2012-05-01 08:00:00,NA,84.8,0.59,94,21,114,3,40.4,15.7,NA,14.7,304.7,31.3,0.9,"Earlwood","SPS2",NA
2012-05-01 09:00:00,400,73.8,0.26,21,11,31,7,19,NA,NA,16.1,304.5,58.5,0.8,"Liverpool","SPS2",NA
2012-05-01 09:00:00,700,73.5,0.55,55,26,81,3,34.8,11.8,2,16.4,289.3,45.7,1,"Chullora","SPS2",NA
2012-05-01 09:00:00,NA,75.6,0.53,50,23,72,5,36.8,13.4,NA,17,290.5,38.3,1,"Earlwood","SPS2",NA
2012-05-01 10:00:00,300,64.7,0.14,8,7,15,15,10.3,NA,NA,18.5,307.7,45.8,1.3,"Liverpool","SPS2",NA
2012-05-01 10:00:00,500,65.9,0.33,33,22,55,7,25.5,7.2,2,18.5,307.2,62.3,0.8,"Chullora","SPS2",NA
2012-05-01 10:00:00,NA,65.4,0.32,34,22,56,8,32.8,10.5,NA,19.3,291.4,50.2,1,"Earlwood","SPS2",NA
2012-05-01 11:00:00,300,58.4,0.11,4,6,10,19,10.4,NA,NA,20.2,345.2,34.3,2.1,"Liverpool","SPS2",NA
2012-05-01 11:00:00,300,60.1,0.1,6,10,16,18,9.4,0.7,4,20.1,5.3,66.2,0.9,"Chullora","SPS2",NA
2012-05-01 11:00:00,NA,61.6,0.13,13,13,25,14,18.1,2.8,NA,20.7,355,55.8,1.2,"Earlwood","SPS2",NA
2012-05-01 12:00:00,200,56.8,0.07,5,10,14,19,8.5,0.1,3,21.2,39.9,31.8,2.6,"Chullora","SPS2",NA
2012-05-01 12:00:00,300,55.9,0.09,3,5,8,21,9.9,NA,NA,21.4,0.6,43.3,1.8,"Liverpool","SPS2",NA
2012-05-01 12:00:00,NA,59.3,0.07,5,8,13,19,9.4,-0.7,NA,21.3,26.5,30.7,1.8,"Earlwood","SPS2",NA
2012-05-01 13:00:00,200,56.3,0.04,3,7,10,21,5.8,0.2,2,21.2,36.9,20.7,3,"Chullora","SPS2",NA
2012-05-01 13:00:00,300,54.8,0.08,1,4,5,24,12.2,NA,NA,21.6,19.2,35.6,1.8,"Liverpool","SPS2",NA
2012-05-01 13:00:00,NA,59.4,0.06,2,4,6,22,9.6,0.2,NA,21.3,35.4,27.6,2.1,"Earlwood","SPS2",NA
2012-05-01 14:00:00,200,54,0.05,3,7,10,22,8.3,1.1,1,21.6,33.9,21.8,2.4,"Chullora","SPS2",NA
2012-05-01 14:00:00,300,51,0.08,1,3,4,23,14.1,NA,NA,22.2,28.1,43.1,1.7,"Liverpool","SPS2",NA
2012-05-01 14:00:00,NA,59.5,0.06,2,6,8,23,15.9,2,NA,21.4,41.8,28,1.7,"Earlwood","SPS2",NA
2012-05-01 15:00:00,300,51.3,0.11,2,5,7,20,48.3,NA,NA,21.9,23.3,35.3,1.5,"Liverpool","SPS2",NA
2012-05-01 15:00:00,300,58.3,0.06,3,11,14,20,13.4,3.6,2,21.2,57.2,25.8,2.2,"Chullora","SPS2",NA
2012-05-01 15:00:00,NA,62.5,0.08,2,8,10,22,18.4,3.2,NA,21,51.4,25.1,1.4,"Earlwood","SPS2",NA
2012-05-01 16:00:00,300,63.1,0.08,4,18,23,13,14.1,3.4,3,20.3,52.4,21.3,1.9,"Chullora","SPS2",NA
2012-05-01 16:00:00,400,55.4,0.08,2,11,14,13,13.7,NA,NA,21.2,61.5,35.4,1.4,"Liverpool","SPS2",NA
2012-05-01 16:00:00,NA,63.5,0.08,2,13,15,16,16.5,2.6,NA,20.6,43.3,24.5,1.2,"Earlwood","SPS2",NA
2012-05-01 17:00:00,400,73.3,0.11,9,27,36,4,15.1,5.3,2,18.1,52.5,11.2,1.4,"Chullora","SPS2",NA
2012-05-01 17:00:00,500,64.3,0.14,7,24,31,3,22.2,NA,NA,19.7,78,22.6,1.5,"Liverpool","SPS2",NA
2012-05-01 17:00:00,NA,69.4,0.11,2,19,21,12,24.8,4.4,NA,19.7,37.2,24,0.9,"Earlwood","SPS2",NA
2012-05-01 18:00:00,400,82.3,0.15,20,30,50,1,16.8,5.8,1,16.6,50.5,8,1.5,"Chullora","SPS2",NA
2012-05-01 18:00:00,600,70.7,0.57,19,28,47,1,266,NA,NA,18.4,61.8,22.6,1,"Liverpool","SPS2",NA
2012-05-01 18:00:00,NA,74.1,0.16,18,25,42,3,23.6,5.7,NA,18.7,16.3,23.8,0.8,"Earlwood","SPS2",NA
2012-05-01 19:00:00,500,87,0.2,32,30,62,0,15.4,6.2,1,15.5,54.4,15.3,0.9,"Chullora","SPS2",NA
2012-05-01 19:00:00,800,80.2,0.29,41,26,67,0,55.2,NA,NA,16.5,39.5,55.2,0.3,"Liverpool","SPS2",NA
2012-05-01 19:00:00,NA,85,0.21,83,22,104,2,23.5,6.3,NA,16.4,0.9,68,0.2,"Earlwood","SPS2",NA
2012-05-01 20:00:00,1000,90.6,0.29,134,33,166,0,23.2,10.1,2,14.7,140.2,77.6,0.1,"Chullora","SPS2",NA
2012-05-01 20:00:00,1300,89.4,0.44,106,23,129,1,34.7,NA,NA,14.5,223.1,27.6,0.5,"Liverpool","SPS2",NA
2012-05-01 20:00:00,NA,90.5,0.21,132,18,148,2,22.7,7,NA,15.2,281,59.8,0.2,"Earlwood","SPS2",NA
2012-05-01 21:00:00,800,92.7,0.27,107,32,139,0,23.9,10.9,2,14.3,18.9,21.1,0.7,"Chullora","SPS2",NA
2012-05-01 21:00:00,1400,90.3,0.47,166,24,189,0,36.2,NA,NA,14,249.5,41.1,0.6,"Liverpool","SPS2",NA
2012-05-01 21:00:00,NA,93.8,0.26,135,15,148,2,24.4,8.8,NA,14.5,325.4,85.9,0.2,"Earlwood","SPS2",NA
2012-05-01 22:00:00,500,89.2,0.15,25,23,48,0,14.4,5.6,1,15.2,296.1,36.8,0.9,"Chullora","SPS2",NA
2012-05-01 22:00:00,1300,94.4,0.43,165,22,186,0,29.8,NA,NA,12.9,243.8,27.2,0.4,"Liverpool","SPS2",NA
2012-05-01 22:00:00,NA,92.3,0.13,26,15,41,3,19,4.5,NA,15.6,326.6,37.4,0.9,"Earlwood","SPS2",NA
2012-05-01 23:00:00,900,90.3,0.37,72,26,99,0,20.7,9.3,2,14.2,223.6,14.5,0.8,"Chullora","SPS2",NA
2012-05-01 23:00:00,1300,95,0.4,168,19,186,0,29.4,NA,NA,12.5,265.6,16.5,0.7,"Liverpool","SPS2",NA
2012-05-01 23:00:00,NA,91.8,0.13,24,16,39,2,9.6,1.9,NA,15.2,284.9,30.9,1.1,"Earlwood","SPS2",NA
2012-05-02 00:00:00,900,96.1,0.38,89,22,110,0,20.7,10.2,2,12.5,241.3,93.7,0.1,"Chullora","SPS2",NA
2012-05-02 00:00:00,1000,96.2,0.39,173,18,190,0,26.6,NA,NA,11.7,259.9,29.1,0.5,"Liverpool","SPS2",NA
2012-05-02 00:00:00,NA,93.8,0.18,50,14,63,2,11.6,3.1,NA,13.9,268.6,58,0.4,"Earlwood","SPS2",NA
2012-05-02 02:00:00,400,96.7,0.36,82,15,97,NA,26.2,NA,NA,10.7,251,26.1,0.8,"Liverpool","SPS2",NA
2012-05-02 02:00:00,800,98.1,0.38,109,20,128,1,21.2,10.9,2,11.4,251.4,29.9,0.4,"Chullora","SPS2",NA
2012-05-02 02:00:00,NA,96.7,0.19,59,5,63,2,11.5,3.7,NA,12,285.4,64.5,0.2,"Earlwood","SPS2",NA
2012-05-02 03:00:00,600,96.6,0.33,46,11,56,0,23.5,NA,NA,10.4,256.9,36.4,0.7,"Liverpool","SPS2",NA
2012-05-02 03:00:00,700,97.4,0.35,66,18,84,0,16.6,8.4,1,11.3,340.9,40.1,0.6,"Chullora","SPS2",NA
2012-05-02 03:00:00,NA,97.3,0.22,74,5,79,2,15,6.7,NA,11.6,280.5,43.5,0.5,"Earlwood","SPS2",NA
2012-05-02 04:00:00,500,97.3,0.3,48,9,57,0,23.1,NA,NA,9.8,262.3,64.2,0.5,"Liverpool","SPS2",NA
2012-05-02 04:00:00,700,97.5,0.39,70,17,87,0,15.5,9.5,1,10.8,303.5,56,0.4,"Chullora","SPS2",NA
2012-05-02 04:00:00,NA,97.9,0.29,64,9,73,2,23.5,9.9,NA,11.7,289.6,28.9,1,"Earlwood","SPS2",NA
2012-05-02 05:00:00,500,97.5,0.3,60,9,69,0,20.9,NA,NA,9.5,258.7,20.5,0.8,"Liverpool","SPS2",NA
2012-05-02 05:00:00,800,98,0.39,90,18,107,0,20,11.1,1,10.6,268.4,30.1,0.7,"Chullora","SPS2",NA
2012-05-02 05:00:00,NA,97.8,0.34,58,10,68,2,20.6,9.3,NA,11.3,300.7,28.3,0.9,"Earlwood","SPS2",NA
2012-05-02 06:00:00,700,97.5,0.32,81,10,91,0,23.2,NA,NA,9.2,276,40.5,0.4,"Liverpool","SPS2",NA
2012-05-02 06:00:00,800,98,0.34,102,15,117,0,19.5,9.5,1,9.9,339,23.3,0.7,"Chullora","SPS2",NA
2012-05-02 06:00:00,NA,97.6,0.4,94,10,103,2,22.9,10.5,NA,10.8,304.1,29.2,0.4,"Earlwood","SPS2",NA
2012-05-02 07:00:00,900,94.6,0.44,103,20,123,0,26.4,15,2,11.6,324.2,27.2,1,"Chullora","SPS2",NA
2012-05-02 07:00:00,1000,93.1,0.32,110,12,121,0,28.5,NA,NA,11.2,323.8,34.5,0.6,"Liverpool","SPS2",NA
2012-05-02 07:00:00,NA,97,0.35,88,12,99,2,32.9,14.5,NA,12.2,325.1,40.8,0.7,"Earlwood","SPS2",NA
2012-05-02 08:00:00,600,82.7,0.42,52,21,73,2,17.4,12.2,1,14.5,315.6,30.7,1.3,"Chullora","SPS2",NA
2012-05-02 08:00:00,600,83.1,0.27,59,14,72,2,20.2,NA,NA,13.7,291.8,31.4,1.1,"Liverpool","SPS2",NA
2012-05-02 08:00:00,NA,85.4,0.37,76,16,92,3,24.6,10.4,NA,14.7,292.4,25.8,1.3,"Earlwood","SPS2",NA
2012-05-02 09:00:00,500,73.2,0.23,27,10,37,5,19.9,NA,NA,16.3,298.9,35,1.2,"Liverpool","SPS2",NA
2012-05-02 09:00:00,600,73.7,0.4,48,22,70,4,23.6,7.1,2,16.7,276.8,43.9,0.9,"Chullora","SPS2",NA
2012-05-02 09:00:00,NA,77.8,0.36,39,15,54,6,27,9,NA,16.9,314.2,35.9,1.2,"Earlwood","SPS2",NA
2012-05-02 10:00:00,400,63.5,0.19,15,8,23,8,13.4,NA,NA,19.1,329.5,66.6,0.7,"Liverpool","SPS2",NA
2012-05-02 10:00:00,600,65,0.37,34,23,58,6,27.6,8.6,2,19.3,15.8,48.9,0.9,"Chullora","SPS2",NA
2012-05-02 10:00:00,NA,66.9,0.35,31,17,48,8,28.7,9.9,NA,19.8,301.1,51.3,0.7,"Earlwood","SPS2",NA
2012-05-02 11:00:00,400,57.7,0.18,15,10,25,10,15.5,NA,NA,21.1,329.6,60.4,0.8,"Liverpool","SPS2",NA
2012-05-02 11:00:00,500,56.1,0.26,26,23,49,9,20.2,6.1,14,21.6,347.5,45.4,1.2,"Chullora","SPS2",NA
2012-05-02 11:00:00,NA,57.9,0.28,29,20,48,10,34.7,9.7,NA,22.1,355.3,46.1,1,"Earlwood","SPS2",NA
2012-05-02 12:00:00,300,50,0.17,20,20,40,10,20.4,4.8,25,23.4,352.5,46.2,1.3,"Chullora","SPS2",NA
2012-05-02 12:00:00,500,48.8,0.21,15,15,30,14,17.2,NA,NA,23.6,349.3,35.3,1.7,"Liverpool","SPS2",NA
2012-05-02 12:00:00,NA,53.8,0.19,16,15,31,13,25.2,5,NA,23.7,344.6,48.1,1.1,"Earlwood","SPS2",NA
2012-05-02 13:00:00,300,43.6,0.11,7,12,19,19,13.2,3.7,12,24.8,25.6,39.4,1.7,"Chullora","SPS2",NA
2012-05-02 13:00:00,400,43.2,0.13,4,8,12,21,12.9,NA,NA,24.7,0.5,31.5,2.1,"Liverpool","SPS2",NA
2012-05-02 13:00:00,NA,49.6,0.14,10,13,22,17,21.2,3,NA,24.5,11.5,35.1,1.4,"Earlwood","SPS2",NA
2012-05-02 14:00:00,300,41.5,0.1,1,4,5,26,12.2,NA,NA,24.9,328.2,39.9,1.3,"Liverpool","SPS2",NA
2012-05-02 14:00:00,300,47.8,0.13,6,16,22,19,15.1,6.9,6,24.3,44.2,16.9,2.5,"Chullora","SPS2",NA
2012-05-02 14:00:00,NA,54.1,0.16,7,12,19,18,35.2,7.6,NA,24.2,51.8,34.6,1.2,"Earlwood","SPS2",NA
2012-05-02 15:00:00,300,41.4,0.09,0,4,5,24,11.7,NA,NA,23.9,316.1,62.8,0.6,"Liverpool","SPS2",NA
2012-05-02 15:00:00,400,60.4,0.16,6,22,28,15,24.5,7.4,1,22.7,55.3,24.4,1.9,"Chullora","SPS2",NA
2012-05-02 15:00:00,NA,64.8,0.15,3,11,14,22,26.7,7.6,NA,22.5,66.9,26.9,1.5,"Earlwood","SPS2",NA
2012-05-02 16:00:00,500,53.4,0.19,11,25,35,5,29.6,NA,NA,22.3,208.9,55.8,0.7,"Liverpool","SPS2",NA
2012-05-02 16:00:00,500,70.7,0.16,8,27,36,7,23,7.3,1,20.9,53.5,19.5,1.7,"Chullora","SPS2",NA
2012-05-02 16:00:00,NA,71.9,0.14,3,16,19,13,21.9,7,NA,21.2,59.8,25.2,1.1,"Earlwood","SPS2",NA
2012-05-02 17:00:00,500,76.1,0.15,12,29,41,2,16.6,7.5,3,19.8,49.7,15.5,1.7,"Chullora","SPS2",NA
2012-05-02 17:00:00,700,66.5,0.25,12,30,43,1,37.7,NA,NA,21.6,89.4,16,1.6,"Liverpool","SPS2",NA
2012-05-02 17:00:00,NA,75.1,0.13,7,21,28,4,20.8,6.8,NA,20.7,39.6,23.5,1.2,"Earlwood","SPS2",NA
2012-05-02 18:00:00,500,67.2,0.26,14,24,38,2,32.9,NA,NA,20.4,266.5,41.8,1.3,"Liverpool","SPS2",NA
2012-05-02 18:00:00,500,78.9,0.18,20,30,50,0,19.6,7.5,5,19.3,34.2,40.7,1.2,"Chullora","SPS2",NA
2012-05-02 18:00:00,NA,75.1,0.17,18,21,39,2,20.7,7.5,NA,20.5,27.9,18.9,1.5,"Earlwood","SPS2",NA
2012-05-02 19:00:00,300,70.5,0.14,0,9,9,11,20.5,NA,NA,19.1,244.2,23,2,"Liverpool","SPS2",NA
2012-05-02 19:00:00,500,77.4,0.2,22,29,52,0,19.3,8.2,7,19.2,3.5,51.5,1.1,"Chullora","SPS2",NA
2012-05-02 19:00:00,NA,77.8,0.18,28,21,48,2,24,7.3,NA,19.9,307.4,44.8,0.8,"Earlwood","SPS2",NA
2012-05-02 20:00:00,300,69.1,0.14,2,20,22,5,12.8,4.3,1,19,300.3,24.1,1.5,"Chullora","SPS2",NA
2012-05-02 20:00:00,400,75.5,0.14,2,13,15,6,14,NA,NA,18.1,293,38.7,0.9,"Liverpool","SPS2",NA
2012-05-02 20:00:00,NA,72.2,0.19,14,19,34,3,15.9,4.2,NA,19.7,306.1,35.9,1.6,"Earlwood","SPS2",NA
2012-05-02 21:00:00,300,81.7,0.13,1,16,18,9,12.9,4.7,0,17.2,275.4,36,1.5,"Chullora","SPS2",NA
